x	y																				
-87.714608755	41.701230546	7373815	HS176563	01/22/2010 12:00:00 PM	105XX S RIDGEWAY AVE	1130	DECEPTIVE PRACTICE	FRAUD OR CONFIDENCE GAME	RESIDENCE	true	false	2211	022	19	74	11	1153212	1834327	2010	02/10/2018 03:50:01 PM	(41.701230546, -87.714608755)
-87.717054857	41.701235457	5366057	HN218899	03/08/2007 06:30:00 PM	105XX S AVERS AVE	0560	ASSAULT	SIMPLE	RESIDENCE	false	false	2211	022	19	74	08A	1152544	1834324	2007	02/10/2018 03:50:01 PM	(41.701235457, -87.717054857)
-87.717054857	41.701235457	4321057	HL625984	09/19/2005 08:30:00 PM	105XX S AVERS AVE	0560	ASSAULT	SIMPLE	RESIDENCE	true	false	2211	022	19	74	08A	1152544	1834324	2005	02/28/2018 03:56:25 PM	(41.701235457, -87.717054857)
-87.715831688	41.701245357	10845637	JA148827	01/25/2017 09:00:00 AM	105XX S HAMLIN AVE	1153	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300	RESIDENCE	false	false	2211	022	19	74	11	1152878	1834330	2017	02/14/2017 03:49:42 PM	(41.701245357, -87.715831688)
-87.71705823	41.701265663	4580179	HM170005	01/28/2006 04:30:00 PM	105XX S AVERS AVE	0560	ASSAULT	SIMPLE	RESIDENCE	false	false	2211	022	19	74	08A	1152543	1834335	2006	02/10/2018 03:50:01 PM	(41.701265663, -87.71705823)
-87.714608203	41.701288174	2522962	HJ100245	01/01/2003 02:10:56 AM	105XX S RIDGEWAY AVE	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	true	false	2211	022	19	74	14	1153212	1834348	2003	02/28/2018 03:56:25 PM	(41.701288174, -87.714608203)
-87.71461168	41.701307403	10324857	HY515089	11/24/2015 11:00:00 PM	105XX S RIDGEWAY AVE	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	2211	022	19	74	14	1153211	1834355	2015	02/10/2018 03:50:01 PM	(41.701307403, -87.71461168)
-87.717057759	41.701315058	9416744	HW559911	12/03/2013 12:01:00 AM	105XX S AVERS AVE	1150	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	RESIDENCE	false	false	2211	022	19	74	11	1152543	1834353	2013	02/10/2018 03:50:01 PM	(41.701315058, -87.717057759)
-87.714611312	41.701345822	8517110	HV194234	03/12/2012 09:00:00 AM	105XX S RIDGEWAY AVE	1195	DECEPTIVE PRACTICE	FINAN EXPLOIT-ELDERLY/DISABLED	RESIDENCE	false	false	2211	022	19	74	11	1153211	1834369	2012	02/04/2016 06:33:39 AM	(41.701345822, -87.714611312)
-87.714614606	41.70138426	7578298	HS381257	06/26/2010 02:00:00 AM	105XX S RIDGEWAY AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	false	false	2211	022	19	74	14	1153210	1834383	2010	02/10/2018 03:50:01 PM	(41.70138426, -87.714614606)
-87.715837567	41.701396327	7667672	HS471961	08/18/2010 10:00:00 PM	105XX S HAMLIN AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENTIAL YARD (FRONT/BACK)	false	false	2211	022	19	74	14	1152876	1834385	2010	02/10/2018 03:50:01 PM	(41.701396327, -87.715837567)
-87.714614237	41.701422679	3186535	HK191799	02/19/2004 11:40:00 AM	105XX S RIDGEWAY AVE	1330	CRIMINAL TRESPASS	TO LAND	OTHER	false	false	2211	022	19	74	26	1153210	1834397	2004	02/28/2018 03:56:25 PM	(41.701422679, -87.714614237)
-87.715840704	41.70145123	10767258	HZ532324	11/21/2016 12:00:00 AM	105XX S HAMLIN AVE	1153	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300		false	false	2211	022	19	74	11	1152875	1834405	2016	02/10/2018 03:50:01 PM	(41.70145123, -87.715840704)
-87.715840704	41.70145123	11192096	JA569246	12/27/2017 12:01:00 AM	105XX S HAMLIN AVE	1154	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT $300 AND UNDER	OTHER	false	false	2211	022	19	74	11	1152875	1834405	2017	05/04/2018 03:51:04 PM	(41.70145123, -87.715840704)
-87.715840704	41.70145123	7450726	HS252254	04/10/2010 08:00:00 PM	105XX S HAMLIN AVE	0810	THEFT	OVER $500	DRIVEWAY - RESIDENTIAL	false	false	2211	022	19	74	06	1152875	1834405	2010	02/10/2018 03:50:01 PM	(41.70145123, -87.715840704)
-87.715840704	41.70145123	10938573	JA255146	05/05/2017 12:00:00 AM	105XX S HAMLIN AVE	1150	DECEPTIVE PRACTICE	CREDIT CARD FRAUD		false	false	2211	022	19	74	11	1152875	1834405	2017	02/10/2018 03:50:01 PM	(41.70145123, -87.715840704)
-87.715840704	41.70145123	10494315	HZ234293	04/18/2016 06:15:00 PM	105XX S HAMLIN AVE	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	2211	022	19	74	14	1152875	1834405	2016	02/10/2018 03:50:01 PM	(41.70145123, -87.715840704)
-87.715840704	41.70145123	2961492	HJ653268	09/25/2003 01:00:00 PM	105XX S HAMLIN AVE	501A	OTHER OFFENSE	ANIMAL ABUSE/NEGLECT	RESIDENCE	false	false	2211	022	19	74	26	1152875	1834405	2003	02/28/2018 03:56:25 PM	(41.70145123, -87.715840704)
-87.715840704	41.70145123	5040697	HM650617	10/08/2006 05:00:00 PM	105XX S HAMLIN AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENTIAL YARD (FRONT/BACK)	false	false	2211	022	19	74	14	1152875	1834405	2006	02/10/2018 03:50:01 PM	(41.70145123, -87.715840704)
-87.714617531	41.701461117	10247798	HY435372	09/23/2015 10:30:00 AM	105XX S RIDGEWAY AVE	1130	DECEPTIVE PRACTICE	FRAUD OR CONFIDENCE GAME	OTHER	false	false	2211	022	19	74	11	1153209	1834411	2015	02/10/2018 03:50:01 PM	(41.701461117, -87.714617531)
-87.714763868	41.701475627	1607733	G378745	05/28/2001 12:30:00 AM	105XX S RIDGEWAY AV	0440	BATTERY	AGG: HANDS/FIST/FEET NO/MINOR INJURY	STREET	false	false	2211	022			08B	1153169	1834416	2001	08/17/2015 03:03:40 PM	(41.701475627, -87.714763868)
-87.715840336	41.701489649	10226647	HY414006	07/23/2015 12:00:00 PM	105XX S HAMLIN AVE	1130	DECEPTIVE PRACTICE	FRAUD OR CONFIDENCE GAME	RESIDENCE	false	false	2211	022	19	74	11	1152875	1834419	2015	02/10/2018 03:50:01 PM	(41.701489649, -87.715840336)
-87.715843473	41.701544553	10136236	HY324600	06/30/2015 01:00:00 AM	105XX S HAMLIN AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	false	true	2211	022	19	74	08B	1152874	1834439	2015	02/10/2018 03:50:01 PM	(41.701544553, -87.715843473)
-87.715843289	41.701563762	3451415	HK519027	07/27/2004 12:00:00 PM	105XX S HAMLIN AVE	2825	OTHER OFFENSE	HARASSMENT BY TELEPHONE	RESIDENCE	false	false	2211	022	19	74	26	1152874	1834446	2004	02/28/2018 03:56:25 PM	(41.701563762, -87.715843289)
-87.715843289	41.701563762	2513539	HH855694	12/21/2002 09:00:00 AM	105XX S HAMLIN AVE	1750	OFFENSE INVOLVING CHILDREN	CHILD ABUSE	RESIDENCE	false	true	2211	022	19	74	20	1152874	1834446	2002	02/10/2018 03:50:01 PM	(41.701563762, -87.715843289)
-87.715843289	41.701563762	3682979	HK781854	11/08/2004 08:00:00 AM	105XX S HAMLIN AVE	1750	OFFENSE INVOLVING CHILDREN	CHILD ABUSE	RESIDENCE	false	true	2211	022	19	74	20	1152874	1834446	2004	02/28/2018 03:56:25 PM	(41.701563762, -87.715843289)
-87.715843289	41.701563762	9553618	HX205402	03/28/2014 08:00:00 AM	105XX S HAMLIN AVE	2825	OTHER OFFENSE	HARASSMENT BY TELEPHONE	RESIDENCE	false	false	2211	022	19	74	26	1152874	1834446	2014	02/10/2018 03:50:01 PM	(41.701563762, -87.715843289)
-87.715843289	41.701563762	2913419	HJ592141	08/15/2003 09:00:00 AM	105XX S HAMLIN AVE	2825	OTHER OFFENSE	HARASSMENT BY TELEPHONE	RESIDENCE	false	false	2211	022	19	74	26	1152874	1834446	2003	02/28/2018 03:56:25 PM	(41.701563762, -87.715843289)
-87.715843289	41.701563762	2753561	HJ393615	05/15/2003 07:30:00 AM	105XX S HAMLIN AVE	1544	SEX OFFENSE	SEXUAL EXPLOITATION OF A CHILD	RESIDENCE	false	false	2211	022	19	74	17	1152874	1834446	2003	02/28/2018 03:56:25 PM	(41.701563762, -87.715843289)
-87.714619719	41.701614812	11013852	JA343528	07/10/2017 10:00:00 PM	105XX S RIDGEWAY AVE	0820	THEFT	$500 AND UNDER	DRIVEWAY - RESIDENTIAL	false	false	2211	022	19	74	06	1153208	1834467	2017	02/10/2018 03:50:01 PM	(41.701614812, -87.714619719)
